distribution_id,simulation_type,n_samples,metadata.synth_metadata_mean_std_synth_camera_height_mean,metadata.synth_metadata_mean_std_synth_camera_height_std,metadata.synth_metadata_mean_std_synth_camera_color_std_g,metadata.synth_metadata_mean_std_synth_camera_color_std_r,metadata.synth_metadata_mean_std_synth_camera_color_std_b,metadata.synth_metadata_mean_std_synth_camera_position_mean_x,metadata.synth_metadata_mean_std_synth_camera_position_mean_y,metadata.synth_metadata_mean_std_synth_camera_position_std_x,metadata.synth_metadata_mean_std_synth_camera_position_std_y,metadata.synth_metadata_mean_std_synth_camera_roll_mean,metadata.synth_metadata_mean_std_synth_camera_roll_std,metadata.synth_metadata_mean_std_synth_camera_tilt_mean,metadata.synth_metadata_mean_std_synth_camera_tilt_std,metadata.synth_metadata_mean_std_synth_camera_type,metadata.synth_metadata_mean_std_synth_camera_yaw_mean,metadata.synth_metadata_mean_std_synth_camera_yaw_std
dist_31,simulation_1,128,1.122200656898365,0.10529049360980351,0,0,0,-1,2,6.219261163162735,9.851117384439332,0,9,-1,3.788225082680583,fisheyePolynomial,180,34.76851043757051
dist_32,simulation_1,128,2.8490680781901285,0.305153451669787,0,0,0,-1,2,2.4212702131916606,2.9798816157382535,0,2,-21,1.5966837499290705,fisheyePolynomial,180,31.320211738348007
dist_33,simulation_1,128,1.455816776177266,0.5643779367159769,0,0,0,-1,2,4.9322665681975035,9.450963686590587,0,9,-2,5.949180023744702,pinhole,180,76.00538157857955
dist_34,simulation_1,128,3.254646950857024,0.12663964937284006,0,0,0,-1,2,6.047657216306087,7.433982686860214,0,5,-14,0.6630719304084778,pinhole,180,97.29168851394206
dist_35,simulation_1,128,1.0488764738440244,0.38539172139230077,0,0,0,-1,2,3.680214270327186,5.000574289039415,0,1,-6,3.8846175000071526,fisheyePolynomial,180,45.567493359558284
dist_36,simulation_1,128,3.75126338723091,0.5278594891187746,0,0,0,-1,2,5.839970759347375,8.878172299931899,0,1,-11,4.909465732052922,fisheyePolynomial,180,53.106925948522985
dist_37,simulation_1,128,0.7328939367070761,0.26854787876692926,0,0,0,-1,2,3.3122240027920373,3.47613899437752,0,8,-8,2.4503715578466654,pinhole,180,101.53167391661555
dist_38,simulation_1,128,2.53340943268695,0.41377837209457313,0,0,0,-1,2,2.197134763449687,5.255446103519407,0,9,-18,3.212676264345646,pinhole,180,68.63971727900207
dist_39,simulation_1,128,1.9525587399307467,0.15512898457800683,0,0,0,-1,2,4.581323437973956,7.095153177472753,0,5,-4,1.1460684388875961,fisheyePolynomial,180,26.535364296287298
dist_40,simulation_1,128,3.0118189235414414,0.4419955932702122,0,0,0,-1,2,5.303762976126492,4.524687570866785,0,3,-10,3.5208563581109047,pinhole,180,88.92068263143301
dist_41,simulation_1,128,1.205956903130463,0.18277114115559015,0,0,0,-1,2,2.9291161379367545,7.909871670009316,0,10,-13,1.1204000562429428,fisheyePolynomial,180,41.96854983456433
dist_42,simulation_1,128,2.6062478115854177,0.4905094511484935,0,0,0,-1,2,1.6614976708578935,9.926853575730279,0,6,-3,4.8357850927859545,fisheyePolynomial,180,33.19778055418283
dist_43,simulation_1,128,1.6128925441943043,0.23175728808293336,0,0,0,-1,2,4.198841171546262,2.5039958035562138,0,2,-17,2.8043780867010355,pinhole,180,85.7281208364293
dist_44,simulation_1,128,2.2874633793582544,0.08116455095040771,0,0,0,-1,2,2.651295537415442,6.621148654749223,0,0,-1,0.079226553440094,pinhole,180,66.3859969144687
dist_45,simulation_1,128,2.1065087212238005,0.34047619035951876,0,0,0,-1,2,5.009196647059812,5.729448361266465,0,7,-19,4.373084954917431,fisheyePolynomial,180,17.190235019661486
dist_46,simulation_1,128,3.5053126726328143,0.325245736370942,0,0,0,-1,2,6.277111849900779,3.950140346133988,0,8,-7,2.1338958833366632,fisheyePolynomial,180,61.11334829591215
dist_47,simulation_1,128,0.8868516787110019,0.5838950289671069,0,0,0,-1,2,3.756518750761906,8.404166871217779,0,4,-15,5.320240633562207,pinhole,180,105.49664737656713
dist_48,simulation_1,128,3.4937558027735482,0.19794113811273845,0,0,0,-1,2,3.1236956579978274,3.7536278305218063,0,0,-5,5.1397715751081705,fisheyePolynomial,180,94.0559951076284
dist_49,simulation_1,128,0.8246194190272224,0.45932757477758596,0,0,0,-1,2,5.493528699556644,8.680929315251058,0,7,-19,2.3138010520488024,pinhole,180,48.617052412591875
dist_50,simulation_1,128,2.2759138706724835,0.21455801788831508,0,0,0,-1,2,4.302176178882371,6.897678259201072,0,9,-9,3.0738409012556076,pinhole,180,28.062695283442736
dist_51,simulation_1,128,2.044270650087262,0.47521069660388415,0,0,0,-1,2,1.7887847632297278,5.533166873254533,0,5,-12,1.3786384239792824,fisheyePolynomial,180,79.0794816520065
dist_52,simulation_1,128,2.769358028700313,0.3576813959849563,0,0,0,-1,2,5.140306840933583,9.173235668930747,0,3,-5,1.8300005961209536,fisheyePolynomial,180,71.502461778
dist_53,simulation_1,128,1.725115834604257,0.09646130635513275,0,0,0,-1,2,2.748938241598554,3.177363781934648,0,10,-13,5.809627125039697,pinhole,180,23.85468002408743
dist_54,simulation_1,128,3.1749217794828413,0.5687230328700743,0,0,0,-1,2,3.9399940265107203,5.19782452164497,0,6,-1,0.5272480174899101,pinhole,180,55.99711063783616
dist_55,simulation_1,128,1.318186004993175,0.3079196902943876,0,0,0,-1,2,6.474916326935449,7.156486602791214,0,1,-20,4.11420464515686,fisheyePolynomial,180,98.83206576574594
dist_56,simulation_1,128,2.4171267880424523,0.5492098459154625,0,0,0,-1,2,4.757191601493661,6.007194045742795,0,0,-16,0.21873461455106735,pinhole,180,36.430790671147406
dist_57,simulation_1,128,1.785574953461697,0.2878235002967144,0,0,0,-1,2,2.2126728489986593,6.423655163670463,0,7,-7,4.1398115158081055,fisheyePolynomial,180,82.6755373319611
dist_58,simulation_1,128,3.634960983647032,0.40259302172122013,0,0,0,-1,2,3.557449477699888,8.206905313729859,0,8,-20,1.9042634535580873,fisheyePolynomial,180,92.18133678659797
dist_59,simulation_1,128,0.5659283594566715,0.14194031007408325,0,0,0,-1,2,5.939276532763144,4.227654097019478,0,4,-1,5.456108400598168,pinhole,180,38.89720099978149
