distribution_id,simulation_type,n_samples,metadata.synth_metadata_synth_camera_height_min,metadata.synth_metadata_synth_fov_min,metadata.synth_metadata_synth_lighting_intensity_mean,metadata.synth_metadata_synth_lighting_intensity_std,metadata.synth_metadata_synth_materials_roughness_min,metadata.synth_metadata_synth_noise_std_min,metadata.synth_metadata_synth_num_objects,metadata.synth_metadata_synth_palletjack_count_per_model,metadata.synth_metadata_synth_palletjack_rotation_max_z,metadata.synth_metadata_synth_texture_1,metadata.synth_metadata_synth_texture_2,metadata.synth_metadata_synth_texture_3,metadata.synth_metadata_synth_motion_blur_min,metadata.synth_metadata_synth_texture_10,metadata.synth_metadata_synth_texture_4,metadata.synth_metadata_synth_texture_5,metadata.synth_metadata_synth_texture_6,metadata.synth_metadata_synth_texture_7,metadata.synth_metadata_synth_texture_8,metadata.synth_metadata_synth_texture_12,metadata.synth_metadata_synth_texture_11,metadata.synth_metadata_synth_texture_9,metadata.synth_metadata_synth_palletjack_color_randomized,metadata.synth_metadata_synth_camera_roll_min,metadata.synth_metadata_synth_camera_tilt_min,metadata.synth_metadata_synth_camera_type,metadata.synth_metadata_synth_camera_yaw_min,metadata.synth_metadata_synth_clutter_level,metadata.synth_metadata_synth_env_name,metadata.synth_metadata_synth_num_distractor_instances,metadata.synth_metadata_synth_camera_height_max,metadata.synth_metadata_synth_fov_max,metadata.synth_metadata_synth_materials_roughness_max,metadata.synth_metadata_synth_noise_std_max,metadata.synth_metadata_synth_motion_blur_max,metadata.synth_metadata_synth_camera_roll_max,metadata.synth_metadata_synth_camera_tilt_max,metadata.synth_metadata_synth_camera_yaw_max
dist_1149,simulation_1,128,2.1010559784111345,77,123725,376891,0.1523082146408904,0.24034169082361803,4,2,360,nv_marble.jpg,nv_artificialgrass_green.jpg,nv_tile_square_green.jpg,1.5824244469362125,,nv_stucco_smooth_blue.jpg,nv_brick_reclaimed.jpg,nv_brick_reclaimed.jpg,nv_gravel_grey_leaves.jpg,nv_plastic_blue.jpg,,,nv_wood_siding_weathered_green.jpg,1,-2,-11,pinhole,-14,-0.14282280534241742,,-1,5.5,111,0.41902150789121245,2.215735612547514,3.9977871172319324,4,5,-1
dist_1150,simulation_1,128,0.671976606661994,83,56655,255639,0.10424960937551567,0.24722222326910506,5,2,360,nv_marble.jpg,nv_granite_tile.jpg,nv_bamboo_desktop.jpg,1.9247853728364788,,nv_stucco_smooth_blue.jpg,nv_brick_reclaimed.jpg,nv_plastic_blue.jpg,nv_carpet_abstract_pattern.jpg,nv_plastic_blue.jpg,,,,1,-1,-8,pinhole,-8,-0.7723480969461588,,44,4.49395398751418,106,0.20000000298023224,4.522796903459106,3.229384004163058,12,3,28
dist_1151,simulation_1,128,2.9616658670575715,73,93917,184839,0.11458294827469966,0.0768978720483625,5,2,360,nv_granite_tile.jpg,nv_tile_square_green.jpg,,0.5172725703479608,,nv_tile_hexagonal_green_white.jpg,nv_plastic_blue.jpg,nv_asphalt_yellow_weathered.jpg,nv_rubber_woven_charcoal.jpg,,,,,1,-2,-11,pinhole,-19,0.28063410848612086,warehouse,-1,4.018726594163941,120,0.4654589868705583,0.5088425208253738,1.6763481395729363,4,1,111
dist_1152,simulation_1,128,0.5012328166196884,86,86577,591566,0.0746044181042587,0.5783151556270102,5,2,360,nv_marble.jpg,nv_gravel_grey_leaves.jpg,nv_tile_square_green.jpg,1.8827760724014382,,nv_tile_hexagonal_green_white.jpg,nv_wooden_wall.jpg,nv_brick_reclaimed.jpg,nv_wood_siding_weathered_green.jpg,nv_brick_red_stacked.jpg,,,,1,-1,-5,pinhole,-17,0.38715094096957325,,55,4.960123449132799,110,0.2389269583794988,3.4740013212878003,3.166448430056539,14,5,6
dist_1153,simulation_1,128,0.48548644651018635,88,122626,411122,0.3141187221033336,1.199548813990452,6,2,360,nv_rubber_woven_charcoal.jpg,nv_artificialgrass_green.jpg,nv_brick_red_stacked.jpg,0.5715401572187626,nv_brick_red_stacked.jpg,nv_stucco_smooth_blue.jpg,nv_tile_hexagonal_various.jpg,nv_stucco_smooth_blue.jpg,nv_stone_painted_grey.jpg,nv_plastic_blue.jpg,,nv_brick_reclaimed.jpg,nv_plastic_blue.jpg,1,-2,-12,pinhole,-12,-0.5025815116703858,,10,4.522194164436857,107,0.7544811736397561,4.655135310457752,0.8944960878741808,5,-11,-1
dist_1154,simulation_1,128,2.3731047868909707,66,122506,157592,0.08070054246914714,0.6480614379062158,6,2,360,nv_asphalt_yellow_weathered.jpg,nv_marble.jpg,,0.15440782416159005,,,nv_rubber_woven_charcoal.jpg,nv_rubber_woven_charcoal.jpg,nv_gravel_grey_leaves.jpg,,,,,1,-11,-11,pinhole,-23,1.0538754062682383,warehouse,27,3.533225328730363,84,0.3933686165764686,4.823895702034712,0.8676098332179341,-1,-7,-1
dist_1155,simulation_1,128,1.373185206716608,81,89833,475516,0.05634986737784618,0.33827935510423857,5,2,360,nv_concrete_aged_with_lines.jpg,nv_brick_reclaimed.jpg,nv_tile_square_green.jpg,1.258856882591888,,nv_stucco_smooth_blue.jpg,nv_brick_reclaimed.jpg,nv_gravel_grey_leaves.jpg,nv_gravel_grey_leaves.jpg,nv_brick_red_stacked.jpg,nv_plastic_blue.jpg,nv_plastic_blue.jpg,,1,-1,-9,pinhole,-11,-0.8032118323536404,warehouse_multiple_shelves,15,5.114068823697153,85,0.48901456696082074,1.2640524476633508,3.477841605913672,1,5,17
dist_1156,simulation_1,128,3.139515990442883,53,141989,171220,0.08980199009873745,1.6216583241589453,6,2,360,nv_granite_tile.jpg,nv_brick_reclaimed.jpg,nv_stone_red_hatch.jpg,0.21182489076688277,,nv_fireplace_wall.jpg,nv_wooden_wall.jpg,nv_plastic_blue.jpg,nv_wooden_wall.jpg,,,,,1,-2,-30,pinhole,-7,-0.0001525829391924021,warehouse,23,5.207384714593488,66,0.38289421950780284,2.455460870485532,1.383081665226773,-1,-13,7
dist_1157,simulation_1,128,1.7107730880503345,44,148167,171968,0.11576610478039179,3.2493924360934203,5,2,360,nv_granite_tile.jpg,nv_bamboo_desktop.jpg,nv_brick_reclaimed.jpg,0.273906768861378,,nv_tile_square_green.jpg,nv_brick_reclaimed.jpg,nv_concrete_aged_with_lines.jpg,nv_stone_painted_grey.jpg,nv_gravel_grey_leaves.jpg,,,,1,-1,-24,pinhole,-13,-0.03237856523413596,warehouse,11,5.5,99,0.27069533156521164,4.466344220213257,0.7474386073497368,1,-9,82
dist_1158,simulation_1,128,0.9336024805630554,70,94987,669622,0.05793066124590876,1.0391267612378114,3,2,360,nv_granite_tile.jpg,nv_concrete_aged_with_lines.jpg,nv_tile_hexagonal_various.jpg,1.5023461623535146,,nv_tile_square_green.jpg,nv_stucco_smooth_blue.jpg,nv_brick_red_stacked.jpg,nv_gravel_grey_leaves.jpg,nv_carpet_abstract_pattern.jpg,,,nv_gravel_grey_leaves.jpg,1,-4,-3,pinhole,-19,-0.9945220256178144,,4,1.4312319259142738,79,0.867835147429631,4.389842438552089,2.115552977359462,2,5,37
dist_1159,simulation_1,128,2.9245788768218564,37,139482,244036,0.11412995290989854,0.6575722074113789,6,2,360,nv_granite_tile.jpg,nv_marble.jpg,nv_fireplace_wall.jpg,0.08804566479721347,nv_brick_red_stacked.jpg,nv_brick_reclaimed.jpg,,,nv_gravel_grey_leaves.jpg,,,,,1,-6,-20,pinhole,-16,0.026958534120599544,warehouse,59,5.5,63,0.5100650870660578,1.758791053013609,1.337777744375852,4,-12,101
dist_1160,simulation_1,128,2.1731933582633047,52,131277,282063,0.06303107037514279,0.1974843197750638,6,2,360,nv_marble.jpg,nv_marble.jpg,nv_stone_red_hatch.jpg,0.23852930811540657,,nv_tile_hexagonal_green_white.jpg,nv_stone_painted_grey.jpg,nv_gravel_grey_leaves.jpg,nv_stone_painted_grey.jpg,nv_wooden_wall.jpg,,,,1,-3,-10,pinhole,-29,-0.6364629942182248,,22,3.4788775876405524,53,0.38329843917781925,4.726603856693214,1.3660123333558467,4,5,64
dist_1161,simulation_1,128,0.8597038765728451,69,148345,458928,0.33993324490070215,0.47295138706571827,4,2,360,nv_marble.jpg,nv_bamboo_desktop.jpg,nv_stone_painted_grey.jpg,1.740915854287708,,nv_stucco_smooth_blue.jpg,nv_wood_siding_weathered_green.jpg,nv_wooden_wall.jpg,nv_rubber_woven_charcoal.jpg,nv_wood_siding_weathered_green.jpg,,,nv_brick_reclaimed.jpg,1,-3,-9,pinhole,-2,-0.5095086240170195,warehouse_with_forklifts,43,1.1158847246250267,120,1.0,3.2137930284752594,2.9862373917156457,11,-5,88
dist_1162,simulation_1,128,0.8953251496437223,60,99882,540381,0.14156524338044535,0.38465262697667296,5,2,360,nv_stucco_red_painted.jpg,nv_asphalt_yellow_weathered.jpg,nv_tile_square_green.jpg,1.6109301231812887,,nv_stucco_smooth_blue.jpg,nv_brick_reclaimed.jpg,nv_stucco_smooth_blue.jpg,nv_gravel_grey_leaves.jpg,nv_brick_red_stacked.jpg,,nv_plastic_blue.jpg,nv_gravel_grey_leaves.jpg,1,-2,-16,pinhole,-5,-0.731332783340853,,47,5.470705273041683,97,0.41773240249391125,0.3962739415843414,3.150800997335492,2,0,75
dist_1163,simulation_1,128,2.176430748435088,61,99905,632782,0.083780045512017,2.643754861838778,6,2,360,nv_asphalt_yellow_weathered.jpg,nv_granite_tile.jpg,nv_asphalt_yellow_weathered.jpg,1.2575401795929038,nv_brick_reclaimed.jpg,nv_tile_square_green.jpg,nv_tile_hexagonal_various.jpg,nv_stucco_red_painted.jpg,nv_stucco_smooth_blue.jpg,nv_gravel_grey_leaves.jpg,nv_plastic_blue.jpg,,nv_gravel_grey_leaves.jpg,1,-5,-2,pinhole,-1,-0.7025308444762689,,64,4.979491075351193,97,0.20000000298023224,2.716960851982666,3.994908756865293,12,1,28
dist_1164,simulation_1,128,1.2289609572444864,86,70520,307840,0.10365134672285592,1.349639672598614,5,2,360,nv_marble.jpg,nv_tile_hexagonal_various.jpg,nv_tile_square_green.jpg,0.75864095822618,nv_brick_red_stacked.jpg,nv_stucco_smooth_blue.jpg,nv_brick_reclaimed.jpg,nv_wooden_wall.jpg,nv_asphalt_yellow_weathered.jpg,nv_carpet_abstract_pattern.jpg,,,nv_gravel_grey_leaves.jpg,1,-7,-9,pinhole,0,-0.8961462171892782,,31,5.5,97,0.47969118146719714,2.553490860064461,1.418617894006803,-1,-2,23
dist_1165,simulation_1,128,1.3308955297268168,77,101008,459143,0.13862028134617116,0.3555339858701563,3,2,360,nv_granite_tile.jpg,nv_tile_hexagonal_various.jpg,nv_bamboo_desktop.jpg,0.2533744693329832,nv_brick_red_stacked.jpg,nv_fabric_square_grid.jpg,nv_rubber_woven_charcoal.jpg,nv_carpet_abstract_pattern.jpg,nv_gravel_grey_leaves.jpg,nv_gravel_grey_leaves.jpg,,,nv_brick_red_stacked.jpg,1,-5,-25,pinhole,-10,-0.4515795578191182,full_warehouse,100,2.8061464266503764,92,0.9215902547265378,4.938662145539125,1.5967757469342845,0,-12,32
dist_1166,simulation_1,128,2.8088504644506593,59,126458,358010,0.16744094187762884,0.4587528710073062,6,2,360,nv_granite_tile.jpg,nv_rubber_woven_charcoal.jpg,nv_fireplace_wall.jpg,0.23250356875154568,,nv_tile_square_green.jpg,nv_wooden_wall.jpg,nv_asphalt_yellow_weathered.jpg,nv_asphalt_yellow_weathered.jpg,nv_wooden_wall.jpg,,,,1,-2,-8,pinhole,-7,-0.9111944992276086,,3,4.80588031635066,88,0.40218915614159567,1.5508244559391051,1.181540684498024,0,-2,16
dist_1167,simulation_1,128,0.6879426846456815,88,101578,678886,0.11472178135637365,0.16856600951546405,6,2,360,nv_marble.jpg,nv_rubber_woven_charcoal.jpg,nv_stone_painted_grey.jpg,1.8803967510943118,,nv_stucco_smooth_blue.jpg,nv_stone_painted_grey.jpg,nv_stucco_smooth_blue.jpg,nv_wooden_wall.jpg,nv_brick_red_stacked.jpg,,,,1,-8,-5,pinhole,-3,-0.8634288516125807,full_warehouse,4,5.087700096322958,119,0.40126047293809763,3.9925938275847863,4.298320143624355,-1,-3,126
dist_1168,simulation_1,128,0.47232415750632917,64,128451,294366,0.3535842236958515,2.8820461679013043,4,2,360,nv_marble.jpg,nv_asphalt_yellow_weathered.jpg,nv_stone_red_hatch.jpg,0.8749630474285172,nv_plastic_blue.jpg,nv_brick_reclaimed.jpg,nv_rubber_woven_charcoal.jpg,nv_plastic_blue.jpg,nv_wooden_wall.jpg,nv_wooden_wall.jpg,,,nv_brick_reclaimed.jpg,1,-1,-8,pinhole,-10,-0.0195747441909514,,34,1.8500314029299267,94,1.0,6.294979104556852,1.551102655337861,10,2,13
dist_1169,simulation_1,128,0.22461951092654087,70,94041,353693,0.18289851336254248,0.3786971320209403,6,2,360,nv_marble.jpg,nv_bamboo_desktop.jpg,nv_tile_square_green.jpg,0.5716299685902861,,nv_fabric_square_grid.jpg,nv_carpet_abstract_pattern.jpg,nv_stucco_red_painted.jpg,nv_carpet_abstract_pattern.jpg,nv_brick_red_stacked.jpg,,,,1,-5,-9,pinhole,-12,-0.5746056057003113,full_warehouse,3,4.361555360385873,85,0.7970304273470454,2.7231464012491156,1.6894061888501215,-1,-7,61
dist_1170,simulation_1,128,1.5870935164238436,64,137832,302999,0.06256975118940082,0.12124945649862154,5,2,360,nv_granite_tile.jpg,nv_marble.jpg,nv_tile_hexagonal_various.jpg,0.5606252181159537,,,,nv_brick_red_stacked.jpg,nv_brick_red_stacked.jpg,nv_plastic_blue.jpg,,nv_brick_reclaimed.jpg,,1,-2,-11,pinhole,-12,0.06195128944020705,warehouse,20,2.0829766474585636,91,0.5419897222378487,0.37304910897584964,0.663766455649105,11,5,-1
dist_1171,simulation_1,128,0.9497488993039449,72,105287,490613,0.39585216354629477,4.839218818536291,1,2,360,nv_marble.jpg,nv_granite_tile.jpg,nv_wood_shingles_brown.jpg,0.9320376522229716,,nv_stucco_smooth_blue.jpg,,nv_wood_shingles_brown.jpg,nv_stone_painted_grey.jpg,,,,nv_wood_siding_weathered_green.jpg,1,-1,-16,pinhole,-7,0.1940110825900372,,23,2.3539847184752363,111,0.581635463514395,5.894325440752633,2.101581537818027,5,-12,117
dist_1172,simulation_1,128,1.1584220729162609,84,61447,195057,0.002027163539425933,0.6235789942470563,5,2,360,nv_marble.jpg,nv_artificialgrass_green.jpg,nv_tile_square_green.jpg,0.2751662290075769,nv_brick_red_stacked.jpg,nv_stucco_smooth_blue.jpg,nv_brick_reclaimed.jpg,nv_gravel_grey_leaves.jpg,nv_gravel_grey_leaves.jpg,nv_carpet_abstract_pattern.jpg,,,,1,-4,-12,pinhole,-8,-0.8318142244001282,warehouse,58,5.222249442137382,118,0.2307006153244202,3.3964382345968644,1.105444052426686,1,0,163
dist_1173,simulation_1,128,1.5553324730247344,71,66606,589531,0.09331561459794879,0.48708494325616747,6,2,360,nv_granite_tile.jpg,nv_wooden_wall.jpg,nv_rubber_woven_charcoal.jpg,0.9370740165225256,,nv_rubber_woven_charcoal.jpg,nv_tile_square_green.jpg,nv_brick_reclaimed.jpg,nv_gravel_grey_leaves.jpg,nv_brick_red_stacked.jpg,,,,1,-4,-1,pinhole,-15,-0.6308592541693785,warehouse_with_forklifts,30,5.5,106,0.20000000298023224,4.1851474591699995,1.9438912333304978,-1,5,49
dist_1174,simulation_1,128,0.4986079723184538,70,140558,206226,0.014360124716590181,1.892135200299564,5,2,360,nv_animalfur_pattern_greys.jpg,nv_asphalt_yellow_weathered.jpg,nv_fireplace_wall.jpg,0.4254796870930443,,nv_tile_square_green.jpg,nv_fabric_square_grid.jpg,nv_concrete_aged_with_lines.jpg,nv_stone_painted_grey.jpg,nv_wooden_wall.jpg,,,,1,-4,-5,pinhole,-19,-0.14238910122010517,,12,2.414400133320502,88,0.5543645855718119,2.1122303783094,1.0341152005179945,2,5,14
dist_1175,simulation_1,128,3.080941960466659,57,135889,188562,0.003804425558702247,1.6039074916427303,5,2,360,nv_granite_tile.jpg,nv_brick_reclaimed.jpg,nv_fireplace_wall.jpg,0.6962738373771873,,,nv_plastic_blue.jpg,,nv_wooden_wall.jpg,,,,nv_brick_red_stacked.jpg,1,-6,-20,pinhole,-4,0.3775641741243014,warehouse,28,4.242166772518088,84,0.3310723782239522,3.0322717183542203,1.3754392673651563,-1,-14,3
dist_1176,simulation_1,128,0.5405189503425104,69,108713,326911,0.09357362155831478,2.815678794784297,3,2,360,nv_stucco_red_painted.jpg,nv_artificialgrass_green.jpg,nv_tile_square_green.jpg,0.22475173596224815,nv_brick_red_stacked.jpg,nv_fireplace_wall.jpg,nv_tile_hexagonal_various.jpg,nv_concrete_aged_with_lines.jpg,nv_stone_painted_grey.jpg,nv_asphalt_yellow_weathered.jpg,,nv_brick_reclaimed.jpg,nv_gravel_grey_leaves.jpg,1,-6,-31,pinhole,-10,-0.8006231096073557,warehouse_with_forklifts,44,3.579518312265494,105,0.24874352372540537,3.574883041670773,1.1821884561309646,0,-23,24
dist_1177,simulation_1,128,1.650961983071889,53,71963,746037,0.13162432497970497,2.788734130930979,6,2,360,nv_asphalt_yellow_weathered.jpg,nv_marble.jpg,nv_stone_red_hatch.jpg,0.6694478795133695,nv_plastic_blue.jpg,nv_tile_square_green.jpg,nv_concrete_aged_with_lines.jpg,nv_brick_red_stacked.jpg,nv_stucco_smooth_blue.jpg,nv_carpet_abstract_pattern.jpg,,,nv_wood_siding_weathered_green.jpg,1,-2,-7,pinhole,-3,-0.3151134007053775,warehouse_multiple_shelves,41,4.154070875615302,90,0.20000000298023224,9.600117888643727,0.8089532154043507,10,-1,81
