distribution_id,simulation_type,n_samples,metadata.synth_metadata_synth_camera_height_min,metadata.synth_metadata_synth_fov_min,metadata.synth_metadata_synth_lighting_intensity_mean,metadata.synth_metadata_synth_lighting_intensity_std,metadata.synth_metadata_synth_materials_roughness_min,metadata.synth_metadata_synth_noise_std_min,metadata.synth_metadata_synth_num_objects,metadata.synth_metadata_synth_palletjack_count_per_model,metadata.synth_metadata_synth_palletjack_rotation_max_z,metadata.synth_metadata_synth_texture_1,metadata.synth_metadata_synth_texture_2,metadata.synth_metadata_synth_texture_3,metadata.synth_metadata_synth_motion_blur_min,metadata.synth_metadata_synth_texture_10,metadata.synth_metadata_synth_texture_4,metadata.synth_metadata_synth_texture_5,metadata.synth_metadata_synth_texture_6,metadata.synth_metadata_synth_texture_7,metadata.synth_metadata_synth_texture_8,metadata.synth_metadata_synth_texture_12,metadata.synth_metadata_synth_texture_11,metadata.synth_metadata_synth_texture_9,metadata.synth_metadata_synth_palletjack_color_randomized,metadata.synth_metadata_synth_camera_roll_min,metadata.synth_metadata_synth_camera_tilt_min,metadata.synth_metadata_synth_camera_type,metadata.synth_metadata_synth_camera_yaw_min,metadata.synth_metadata_synth_clutter_level,metadata.synth_metadata_synth_env_name,metadata.synth_metadata_synth_num_distractor_instances,metadata.synth_metadata_synth_camera_height_max,metadata.synth_metadata_synth_fov_max,metadata.synth_metadata_synth_materials_roughness_max,metadata.synth_metadata_synth_noise_std_max,metadata.synth_metadata_synth_motion_blur_max,metadata.synth_metadata_synth_camera_roll_max,metadata.synth_metadata_synth_camera_tilt_max,metadata.synth_metadata_synth_camera_yaw_max
dist_1158,simulation_1,128,0.542441373228881,57,129926,717973,0.2982270015153475,1.9240776150595715,3,2,360,nv_asphalt_yellow_weathered.jpg,nv_concrete_aged_with_lines.jpg,nv_tile_hexagonal_various.jpg,1.419297973076287,,nv_fireplace_wall.jpg,,nv_plastic_blue.jpg,nv_rubber_woven_charcoal.jpg,nv_brick_reclaimed.jpg,,,nv_gravel_grey_leaves.jpg,1,-4,-3,pinhole,-19,-0.9945220256178144,,4,0.7067749716439823,72,0.6395391568622961,3.8060418428693543,2.016127552306903,2,5,37
dist_1159,simulation_1,128,1.5838697071228265,43,136626,512334,0.43602166584633273,4.460616782990395,6,2,360,nv_granite_tile.jpg,nv_gravel_grey_leaves.jpg,nv_carpet_abstract_pattern.jpg,2.055282682622366,,nv_fireplace_wall.jpg,nv_rubber_woven_charcoal.jpg,nv_plastic_blue.jpg,nv_rubber_woven_charcoal.jpg,nv_plastic_blue.jpg,nv_plastic_blue.jpg,,,1,-5,-25,pinhole,-8,-0.3212711210825703,warehouse,54,2.027001354836193,58,0.7178452516394007,8.033355766239554,2.3475143593066155,2,-23,73
dist_1160,simulation_1,128,1.1743235851361207,56,109164,409163,0.2600457073124453,1.5556484374673087,5,2,360,nv_granite_tile.jpg,nv_brick_reclaimed.jpg,nv_tile_hexagonal_green_white.jpg,0.13348769512524009,nv_brick_red_stacked.jpg,nv_fireplace_wall.jpg,nv_tile_hexagonal_various.jpg,nv_gravel_grey_leaves.jpg,nv_rubber_woven_charcoal.jpg,nv_plastic_blue.jpg,nv_plastic_blue.jpg,nv_brick_reclaimed.jpg,,1,-4,-19,pinhole,-11,0.48828728492074935,warehouse,48,4.732316806867693,100,0.522863694735082,3.7911315852663363,1.8294387285782105,2,-5,82
dist_1161,simulation_1,128,1.2913347795895427,81,129285,481071,0.18414198983064914,0.06943540443194599,6,2,360,nv_marble.jpg,nv_tile_hexagonal_various.jpg,nv_fireplace_wall.jpg,1.9175805618087203,nv_brick_red_stacked.jpg,nv_stucco_smooth_blue.jpg,nv_wood_siding_weathered_green.jpg,nv_wooden_wall.jpg,nv_rubber_woven_charcoal.jpg,nv_gravel_grey_leaves.jpg,,,nv_wood_siding_weathered_green.jpg,1,-3,-9,pinhole,-2,-0.5095086240170195,warehouse_with_forklifts,43,3.873597656242484,120,0.5797716240770404,2.201050551977393,3.8444088319627854,11,-5,88
dist_1162,simulation_1,128,0.8953251496437223,60,99882,540381,0.14156524338044535,0.38465262697667296,5,2,360,nv_stucco_red_painted.jpg,nv_asphalt_yellow_weathered.jpg,nv_tile_square_green.jpg,1.6109301231812887,,nv_stucco_smooth_blue.jpg,nv_brick_reclaimed.jpg,nv_stucco_smooth_blue.jpg,nv_gravel_grey_leaves.jpg,nv_brick_red_stacked.jpg,,nv_plastic_blue.jpg,nv_gravel_grey_leaves.jpg,1,-2,-16,pinhole,-5,-0.731332783340853,,47,5.470705273041683,97,0.41773240249391125,0.3962739415843414,3.150800997335492,2,0,75
dist_1163,simulation_1,128,1.4324767918691403,64,124969,383975,0.18180118246105867,2.760065569181669,6,2,360,nv_animalfur_pattern_greys.jpg,nv_stone_red_hatch.jpg,nv_fireplace_wall.jpg,0.9948945072664499,,nv_stone_red_hatch.jpg,nv_plastic_blue.jpg,nv_stone_painted_grey.jpg,nv_rubber_woven_charcoal.jpg,nv_wooden_wall.jpg,,,nv_gravel_grey_leaves.jpg,1,-1,-11,pinhole,-12,-0.5551492300891349,,42,5.5,84,0.23297870561134443,4.382528790095338,1.934269949529306,13,0,163
dist_1164,simulation_1,128,2.8231385582707826,70,128486,463256,0.24926823189872055,1.1228850306226132,5,2,360,nv_asphalt_yellow_weathered.jpg,nv_bamboo_desktop.jpg,nv_gravel_grey_leaves.jpg,0.7906180412429404,,nv_stone_red_hatch.jpg,nv_stucco_red_painted.jpg,nv_stone_painted_grey.jpg,nv_gravel_grey_leaves.jpg,,,,nv_gravel_grey_leaves.jpg,1,-2,-1,pinhole,-12,-0.9456612263558808,,9,3.6687685654731794,74,0.3732188733896535,3.5949666111026515,2.789643117941985,8,5,54
dist_1165,simulation_1,128,1.2307595220001597,72,117612,469232,0.3520240258424276,2.268628289842521,3,2,360,nv_marble.jpg,nv_granite_tile.jpg,nv_bamboo_desktop.jpg,0.4051277096993373,nv_brick_red_stacked.jpg,nv_fabric_square_grid.jpg,nv_wood_shingles_brown.jpg,nv_carpet_abstract_pattern.jpg,nv_gravel_grey_leaves.jpg,,,,,1,-5,-25,pinhole,-10,-0.4515795578191182,full_warehouse,100,2.502505328650139,109,0.9211144332567289,4.578388978702314,2.035094169860892,0,-12,32
dist_1166,simulation_1,128,0.725648641343614,69,139546,605851,0.21425978854484773,0.8109391593903289,4,2,360,nv_granite_tile.jpg,nv_brick_reclaimed.jpg,nv_tile_hexagonal_green_white.jpg,0.7136102781328586,nv_brick_red_stacked.jpg,nv_fireplace_wall.jpg,nv_wood_siding_weathered_green.jpg,nv_plastic_blue.jpg,nv_stucco_smooth_blue.jpg,nv_brick_reclaimed.jpg,,nv_brick_reclaimed.jpg,nv_gravel_grey_leaves.jpg,1,-8,-27,pinhole,-10,-0.14785983042705098,warehouse_with_forklifts,17,5.083386823911123,102,0.42981662431357914,6.567239087514602,1.9521778108725751,-1,-18,1
dist_1167,simulation_1,128,0.6879426846456815,88,101578,678886,0.11472178135637365,0.16856600951546405,6,2,360,nv_marble.jpg,nv_rubber_woven_charcoal.jpg,nv_stone_painted_grey.jpg,1.8803967510943118,,nv_stucco_smooth_blue.jpg,nv_stone_painted_grey.jpg,nv_stucco_smooth_blue.jpg,nv_wooden_wall.jpg,nv_brick_red_stacked.jpg,,,,1,-8,-5,pinhole,-3,-0.8634288516125807,full_warehouse,4,5.087700096322958,119,0.40126047293809763,3.9925938275847863,4.298320143624355,-1,-3,126
dist_1168,simulation_1,128,1.2088912723760545,81,73050,518174,0.036870317914719675,0.23965698659350565,3,2,360,nv_stucco_red_painted.jpg,nv_marble.jpg,nv_fireplace_wall.jpg,0.15325370807204614,,nv_fireplace_wall.jpg,nv_brick_red_stacked.jpg,nv_stone_painted_grey.jpg,nv_carpet_abstract_pattern.jpg,,,,,1,-1,-20,pinhole,-4,2.128797112725053,full_warehouse,30,2.8001561330769187,105,0.8265043107496597,2.190100514781638,2.8058933302174394,8,-18,23
dist_1169,simulation_1,128,0.22461951092654087,70,94041,353693,0.18289851336254248,0.3786971320209403,6,2,360,nv_marble.jpg,nv_bamboo_desktop.jpg,nv_tile_square_green.jpg,0.5716299685902861,,nv_fabric_square_grid.jpg,nv_carpet_abstract_pattern.jpg,nv_stucco_red_painted.jpg,nv_carpet_abstract_pattern.jpg,nv_brick_red_stacked.jpg,,,,1,-5,-9,pinhole,-12,-0.5746056057003113,full_warehouse,3,4.361555360385873,85,0.7970304273470454,2.7231464012491156,1.6894061888501215,-1,-7,61
dist_1170,simulation_1,128,1.3081962341121245,75,86148,448382,0.23279725478901464,1.70718803177462,6,2,360,nv_marble.jpg,nv_tile_hexagonal_various.jpg,nv_bamboo_desktop.jpg,0.0007671177935016926,nv_brick_reclaimed.jpg,nv_stone_red_hatch.jpg,nv_brick_reclaimed.jpg,nv_carpet_abstract_pattern.jpg,nv_plastic_blue.jpg,nv_brick_red_stacked.jpg,,,,1,-4,-8,pinhole,-2,-0.9749452293732561,,5,5.141235236201947,95,0.44679463098119476,3.1039230371583155,1.6673034853215403,-1,-3,80
dist_1171,simulation_1,128,2.801604764162635,64,129137,221634,0.008026825235565848,2.158498999990281,6,2,360,nv_stucco_red_painted.jpg,nv_rubber_woven_charcoal.jpg,nv_carpet_abstract_pattern.jpg,0.46455264094168064,,nv_tile_square_green.jpg,nv_carpet_abstract_pattern.jpg,nv_plastic_blue.jpg,nv_stone_painted_grey.jpg,nv_wooden_wall.jpg,,,,1,-2,-30,pinhole,-13,-0.44057914017540833,,27,5.5,98,0.20391240885132664,2.236194614603055,0.6608025715072227,8,-9,4
dist_1172,simulation_1,128,1.1584220729162609,84,61447,195057,0.002027163539425933,0.6235789942470563,5,2,360,nv_marble.jpg,nv_artificialgrass_green.jpg,nv_tile_square_green.jpg,0.2751662290075769,nv_brick_red_stacked.jpg,nv_stucco_smooth_blue.jpg,nv_brick_reclaimed.jpg,nv_gravel_grey_leaves.jpg,nv_gravel_grey_leaves.jpg,nv_carpet_abstract_pattern.jpg,,,,1,-4,-12,pinhole,-8,-0.8318142244001282,warehouse,58,5.222249442137382,118,0.2307006153244202,3.3964382345968644,1.105444052426686,1,0,163
dist_1173,simulation_1,128,1.5553324730247344,71,66606,589531,0.09331561459794879,0.48708494325616747,6,2,360,nv_granite_tile.jpg,nv_wooden_wall.jpg,nv_rubber_woven_charcoal.jpg,0.9370740165225256,,nv_rubber_woven_charcoal.jpg,nv_tile_square_green.jpg,nv_brick_reclaimed.jpg,nv_gravel_grey_leaves.jpg,nv_brick_red_stacked.jpg,,,,1,-4,-1,pinhole,-15,-0.6308592541693785,warehouse_with_forklifts,30,5.5,106,0.20000000298023224,4.1851474591699995,1.9438912333304978,-1,5,49
dist_1174,simulation_1,128,0.5539649135432566,65,100070,469033,0.42473831651693167,2.229082552975454,4,2,360,nv_marble.jpg,nv_gravel_grey_leaves.jpg,nv_tile_square_green.jpg,1.2373968191543052,,nv_tile_hexagonal_green_white.jpg,nv_wood_shingles_brown.jpg,nv_wood_siding_weathered_green.jpg,nv_plastic_blue.jpg,nv_brick_reclaimed.jpg,,,nv_brick_red_stacked.jpg,1,-1,-4,pinhole,-4,0.49369629371921087,,50,2.312037388371455,120,0.6483489340393777,3.486021764176515,1.666049019009142,2,1,26
dist_1175,simulation_1,128,3.080941960466659,57,135889,188562,0.003804425558702247,1.6039074916427303,5,2,360,nv_granite_tile.jpg,nv_brick_reclaimed.jpg,nv_fireplace_wall.jpg,0.6962738373771873,,,nv_plastic_blue.jpg,,nv_wooden_wall.jpg,,,,nv_brick_red_stacked.jpg,1,-6,-20,pinhole,-4,0.3775641741243014,warehouse,28,4.242166772518088,84,0.3310723782239522,3.0322717183542203,1.3754392673651563,-1,-14,3
dist_1176,simulation_1,128,0.14302343197411954,67,75559,325780,0.0776051930857543,2.4891485984300505,6,2,360,nv_animalfur_pattern_greys.jpg,nv_marble.jpg,nv_fireplace_wall.jpg,1.3630127870064666,nv_brick_red_stacked.jpg,nv_brick_red_stacked.jpg,nv_concrete_aged_with_lines.jpg,nv_stone_painted_grey.jpg,nv_wooden_wall.jpg,nv_brick_reclaimed.jpg,,,nv_plastic_blue.jpg,1,-1,-1,pinhole,-15,-0.7827691700069772,,33,3.198073305917689,72,0.2850605762602306,3.3817683347982506,2.5402925203900937,3,5,69
dist_1177,simulation_1,128,1.650961983071889,53,71963,746037,0.13162432497970497,2.788734130930979,6,2,360,nv_asphalt_yellow_weathered.jpg,nv_marble.jpg,nv_stone_red_hatch.jpg,0.6694478795133695,nv_plastic_blue.jpg,nv_tile_square_green.jpg,nv_concrete_aged_with_lines.jpg,nv_brick_red_stacked.jpg,nv_stucco_smooth_blue.jpg,nv_carpet_abstract_pattern.jpg,,,nv_wood_siding_weathered_green.jpg,1,-2,-7,pinhole,-3,-0.3151134007053775,warehouse_multiple_shelves,41,4.154070875615302,90,0.20000000298023224,9.600117888643727,0.8089532154043507,10,-1,81
