distribution_id,simulation_type,n_samples,metadata.synth_metadata_synth_camera_height_min,metadata.synth_metadata_synth_fov_min,metadata.synth_metadata_synth_lighting_intensity_mean,metadata.synth_metadata_synth_lighting_intensity_std,metadata.synth_metadata_synth_materials_roughness_min,metadata.synth_metadata_synth_noise_std_min,metadata.synth_metadata_synth_num_objects,metadata.synth_metadata_synth_palletjack_count_per_model,metadata.synth_metadata_synth_palletjack_rotation_max_z,metadata.synth_metadata_synth_texture_1,metadata.synth_metadata_synth_texture_2,metadata.synth_metadata_synth_texture_3,metadata.synth_metadata_synth_motion_blur_min,metadata.synth_metadata_synth_texture_10,metadata.synth_metadata_synth_texture_4,metadata.synth_metadata_synth_texture_5,metadata.synth_metadata_synth_texture_6,metadata.synth_metadata_synth_texture_7,metadata.synth_metadata_synth_texture_8,metadata.synth_metadata_synth_texture_12,metadata.synth_metadata_synth_texture_11,metadata.synth_metadata_synth_texture_9,metadata.synth_metadata_synth_palletjack_color_randomized,metadata.synth_metadata_synth_camera_roll_min,metadata.synth_metadata_synth_camera_tilt_min,metadata.synth_metadata_synth_camera_type,metadata.synth_metadata_synth_camera_yaw_min,metadata.synth_metadata_synth_clutter_level,metadata.synth_metadata_synth_env_name,metadata.synth_metadata_synth_num_distractor_instances,metadata.synth_metadata_synth_dist_BarelPlastic_diversity,metadata.synth_metadata_synth_dist_BarelPlastic_instances,metadata.synth_metadata_synth_dist_BarelPlastic_occurrence,metadata.synth_metadata_synth_dist_BottlePlastic_diversity,metadata.synth_metadata_synth_dist_BottlePlastic_instances,metadata.synth_metadata_synth_dist_BottlePlastic_occurrence,metadata.synth_metadata_synth_dist_Bucket_diversity,metadata.synth_metadata_synth_dist_Bucket_instances,metadata.synth_metadata_synth_dist_Bucket_occurrence,metadata.synth_metadata_synth_dist_CardBox_diversity,metadata.synth_metadata_synth_dist_CardBox_instances,metadata.synth_metadata_synth_dist_CardBox_occurrence,metadata.synth_metadata_synth_dist_CratePlastic_diversity,metadata.synth_metadata_synth_dist_CratePlastic_instances,metadata.synth_metadata_synth_dist_CratePlastic_occurrence,metadata.synth_metadata_synth_dist_PushCart_diversity,metadata.synth_metadata_synth_dist_PushCart_instances,metadata.synth_metadata_synth_dist_PushCart_occurrence,metadata.synth_metadata_synth_dist_RackPile_diversity,metadata.synth_metadata_synth_dist_RackPile_instances,metadata.synth_metadata_synth_dist_RackPile_occurrence,metadata.synth_metadata_synth_dist_TrafficSigns_diversity,metadata.synth_metadata_synth_dist_TrafficSigns_instances,metadata.synth_metadata_synth_dist_TrafficSigns_occurrence,metadata.synth_metadata_synth_camera_height_max,metadata.synth_metadata_synth_fov_max,metadata.synth_metadata_synth_materials_roughness_max,metadata.synth_metadata_synth_noise_std_max,metadata.synth_metadata_synth_motion_blur_max,metadata.synth_metadata_synth_camera_roll_max,metadata.synth_metadata_synth_camera_tilt_max,metadata.synth_metadata_synth_camera_yaw_max
dist_1158,simulation_1,128,0.5373140909771061,75,83316,416027,0.06526712603868495,1.472208598851844,2,2,360,nv_rubber_woven_charcoal.jpg,nv_artificialgrass_green.jpg,nv_rubber_woven_charcoal.jpg,0.19872857223622625,nv_brick_red_stacked.jpg,nv_stucco_smooth_blue.jpg,nv_tile_square_green.jpg,nv_stucco_red_painted.jpg,nv_stucco_smooth_blue.jpg,nv_carpet_abstract_pattern.jpg,nv_plastic_blue.jpg,nv_brick_reclaimed.jpg,nv_plastic_blue.jpg,1,-1,-5,pinhole,0,-0.9298250655291289,,8,-1,6,-1,-1,10,-1,-1,0,0,1,0,0,-1,3,0,-1,6,0,-1,0,-1,-1,-1,-1,1.635860452289621,83,0.9130658277120807,4.322371772034491,0.555075210586063,9,5,83
dist_1159,simulation_1,128,1.8346288434470934,73,120970,483531,0.28585052676912553,4.479450437481325,4,2,360,nv_concrete_aged_with_lines.jpg,nv_tile_hexagonal_various.jpg,nv_stone_painted_grey.jpg,0.7660489609969308,,nv_stone_red_hatch.jpg,nv_tile_hexagonal_various.jpg,nv_concrete_aged_with_lines.jpg,nv_wood_siding_weathered_green.jpg,nv_carpet_abstract_pattern.jpg,nv_plastic_blue.jpg,,nv_plastic_blue.jpg,1,-6,-8,pinhole,-2,-0.8295363566811211,,36,0,0,-1,-1,2,-1,-1,1,0,-1,10,0,-1,2,-1,-1,1,-1,-1,1,-1,-1,0,-1,2.4830710498507638,105,0.5853207117615664,4.582382417134289,1.8211987146437214,11,4,34
dist_1160,simulation_1,128,0.38823936170112827,82,91766,469047,0.0710665355297623,0.32243160320379816,5,2,360,nv_stucco_red_painted.jpg,nv_concrete_aged_with_lines.jpg,nv_tile_square_green.jpg,0.890390027240755,,nv_tile_hexagonal_green_white.jpg,nv_stone_painted_grey.jpg,nv_concrete_aged_with_lines.jpg,nv_carpet_abstract_pattern.jpg,nv_brick_red_stacked.jpg,,,,1,-6,-4,pinhole,-12,-0.12760562485263738,warehouse_multiple_shelves,67,-1,9,0,-1,5,2,-1,-1,-1,0,23,0,0,14,-1,-1,2,0,-1,0,-1,0,1,-1,5.134051382468233,120,0.2738689192308846,2.1706568017955368,2.3139797772462503,4,5,-1
dist_1161,simulation_1,128,1.9045815949777891,58,135847,272357,0.3109933352841822,2.9475921514330774,2,2,360,nv_granite_tile.jpg,nv_artificialgrass_green.jpg,nv_fireplace_wall.jpg,0.8454178610054212,,nv_brick_red_stacked.jpg,nv_wood_siding_weathered_green.jpg,nv_wood_siding_weathered_green.jpg,nv_gravel_grey_leaves.jpg,nv_brick_reclaimed.jpg,,,,1,-3,-2,pinhole,-16,-0.9049663106570366,,69,0,-1,-1,0,4,1,-1,-1,-1,1,9,0,-1,0,2,0,2,-1,-1,2,-1,0,4,-1,3.020277583698245,93,0.5840978017475227,5.817115776724485,2.092342936490407,13,5,42
dist_1162,simulation_1,128,1.4508616240238315,52,128277,318365,0.40500002130301854,2.7243551981143574,3,2,360,nv_wooden_wall.jpg,nv_stone_red_hatch.jpg,nv_tile_hexagonal_various.jpg,0.7312978864262358,,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,nv_plastic_blue.jpg,nv_stucco_smooth_blue.jpg,nv_wood_siding_weathered_green.jpg,,,nv_gravel_grey_leaves.jpg,1,-1,-2,pinhole,-6,0.6285400326857793,warehouse_with_forklifts,26,1,4,-1,0,3,1,-1,-1,-1,0,14,1,-1,7,0,0,1,-1,-1,-1,-1,0,2,-1,2.5184235669976758,106,0.942221146203801,7.6030415415243375,1.7951008149489158,8,2,30
dist_1163,simulation_1,128,1.0160617471288498,52,134066,286286,0.44597345090668594,3.4769299952107047,5,2,360,nv_wooden_wall.jpg,nv_granite_tile.jpg,nv_stone_red_hatch.jpg,0.7150141825537857,,nv_fabric_square_grid.jpg,nv_wood_shingles_brown.jpg,nv_asphalt_yellow_weathered.jpg,nv_stucco_smooth_blue.jpg,nv_brick_red_stacked.jpg,,,nv_brick_reclaimed.jpg,1,-3,-4,pinhole,-15,-0.6286041499434851,,14,1,0,0,0,6,-1,0,-1,-1,-1,10,0,-1,-1,0,-1,-1,-1,-1,3,1,-1,3,1,3.628531720290396,86,1.0,7.95995260075062,2.694981810702819,8,2,41
dist_1164,simulation_1,128,0.8666843156948649,67,108175,553543,0.12390293650096731,2.498515902062288,6,2,360,nv_asphalt_yellow_weathered.jpg,nv_stone_red_hatch.jpg,nv_gravel_grey_leaves.jpg,1.4018636323954252,nv_brick_reclaimed.jpg,nv_tile_square_green.jpg,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,nv_asphalt_yellow_weathered.jpg,,,,nv_wood_siding_weathered_green.jpg,1,-5,-10,pinhole,-1,-0.6531995367436372,warehouse,1,0,2,0,-1,6,-1,-1,0,-1,1,2,0,0,2,1,-1,0,-1,-1,1,0,0,-1,-1,4.44031882508322,87,0.4104383382230451,7.543285447257258,2.6906956387318486,-1,-2,62
dist_1165,simulation_1,128,0.6612849824441082,76,74942,490803,0.04183031273827861,0.2672404138867302,4,2,360,nv_marble.jpg,nv_stone_red_hatch.jpg,nv_brick_red_stacked.jpg,1.2944298957747655,,nv_stucco_smooth_blue.jpg,nv_tile_square_green.jpg,nv_carpet_abstract_pattern.jpg,nv_gravel_grey_leaves.jpg,nv_brick_red_stacked.jpg,,,nv_wood_siding_weathered_green.jpg,1,-1,-19,pinhole,0,-0.9761852385095185,,26,-1,1,-1,-1,-1,-1,-1,2,-1,-1,4,-1,0,10,-1,0,-1,1,-1,2,0,0,1,0,3.1716968719121517,96,0.4924492121103555,1.4890657003746715,4.450440880001853,3,-18,3
dist_1166,simulation_1,128,1.0331979853658746,77,133803,515415,0.06885367422039834,4.1294453824234205,2,2,360,nv_granite_tile.jpg,nv_brick_reclaimed.jpg,nv_fireplace_wall.jpg,0.4069286190391698,nv_brick_reclaimed.jpg,nv_stucco_red_painted.jpg,nv_stucco_smooth_blue.jpg,nv_stucco_red_painted.jpg,nv_gravel_grey_leaves.jpg,nv_carpet_abstract_pattern.jpg,,,nv_brick_reclaimed.jpg,1,-2,-4,pinhole,-6,-0.9116474562897382,,5,1,1,0,0,3,1,-1,0,-1,-1,4,-1,-1,0,-1,0,2,0,1,1,-1,-1,0,-1,1.4531014543754754,84,0.9242512728984915,7.759649230081788,1.6224946466091852,14,5,108
dist_1167,simulation_1,128,3.269389067890719,45,148404,161384,0.09328896541224924,0.13119183572096307,6,2,360,nv_concrete_aged_with_lines.jpg,nv_rubber_woven_charcoal.jpg,nv_carpet_abstract_pattern.jpg,0.2153060581777698,,nv_tile_square_green.jpg,nv_tile_hexagonal_various.jpg,nv_wood_shingles_brown.jpg,nv_wood_siding_weathered_green.jpg,nv_wooden_wall.jpg,,,nv_brick_reclaimed.jpg,1,-4,-5,pinhole,-12,-0.9171826412322788,,1,0,3,-1,-1,0,-1,-1,2,-1,-1,2,0,-1,3,-1,0,-1,-1,-1,2,-1,-1,1,-1,5.107454173009799,70,0.5185341892639235,0.16544132724970664,1.8223632924160804,-1,5,66
dist_1168,simulation_1,128,1.581276584222452,57,97840,449637,0.3337619090246837,1.2547216522392253,2,2,360,nv_granite_tile.jpg,nv_marble.jpg,nv_carpet_abstract_pattern.jpg,1.734855186361521,,nv_tile_hexagonal_green_white.jpg,,nv_wood_siding_weathered_green.jpg,nv_plastic_blue.jpg,nv_wood_siding_weathered_green.jpg,,nv_plastic_blue.jpg,,1,-3,-20,pinhole,-16,0.46897078256987434,warehouse_with_forklifts,44,0,7,0,0,7,-1,-1,0,-1,-1,5,0,0,11,0,-1,-1,-1,0,5,-1,-1,3,0,2.857949477682132,109,1.0,6.527346368620491,2.849452455224912,-1,-7,5
dist_1169,simulation_1,128,0.2937194644655243,87,78260,481028,0.07989066470811265,0.46849466024231246,3,2,360,nv_marble.jpg,nv_tile_hexagonal_various.jpg,nv_tile_hexagonal_green_white.jpg,0.44187372315765183,nv_brick_red_stacked.jpg,nv_tile_hexagonal_green_white.jpg,nv_brick_reclaimed.jpg,,nv_gravel_grey_leaves.jpg,nv_plastic_blue.jpg,,,,1,-6,-10,pinhole,-1,-0.8607161890758928,,30,0,10,-1,0,14,-1,-1,-1,2,0,2,1,0,0,-1,-1,0,-1,0,0,1,-1,0,-1,3.0422861079155004,113,0.3721908530654181,1.9570729248434433,2.2293512372181095,5,5,111
dist_1170,simulation_1,128,0.17422796344320823,73,53298,563634,0.08630341484975008,0.17650088076034653,5,2,360,nv_marble.jpg,nv_gravel_grey_leaves.jpg,nv_tile_hexagonal_various.jpg,0.7882017574694071,,nv_stucco_red_painted.jpg,nv_brick_reclaimed.jpg,nv_gravel_grey_leaves.jpg,nv_stucco_smooth_blue.jpg,nv_brick_red_stacked.jpg,,,nv_gravel_grey_leaves.jpg,1,-4,-4,pinhole,-14,-0.07209081644932536,,8,-1,4,-1,-1,2,0,-1,1,-1,-1,-1,1,-1,1,0,0,-1,-1,-1,2,-1,-1,0,-1,4.761201900394484,86,0.44194284860804595,4.43466188473749,1.876906615018298,2,5,35
