distribution_id,simulation_type,n_samples,metadata.synth_metadata_synth_camera_height_min,metadata.synth_metadata_synth_fov_min,metadata.synth_metadata_synth_lighting_intensity_mean,metadata.synth_metadata_synth_lighting_intensity_std,metadata.synth_metadata_synth_materials_roughness_min,metadata.synth_metadata_synth_noise_std_min,metadata.synth_metadata_synth_num_objects,metadata.synth_metadata_synth_palletjack_count_per_model,metadata.synth_metadata_synth_palletjack_rotation_max_z,metadata.synth_metadata_synth_texture_1,metadata.synth_metadata_synth_texture_2,metadata.synth_metadata_synth_texture_3,metadata.synth_metadata_synth_motion_blur_min,metadata.synth_metadata_synth_texture_10,metadata.synth_metadata_synth_texture_4,metadata.synth_metadata_synth_texture_5,metadata.synth_metadata_synth_texture_6,metadata.synth_metadata_synth_texture_7,metadata.synth_metadata_synth_texture_8,metadata.synth_metadata_synth_texture_12,metadata.synth_metadata_synth_texture_11,metadata.synth_metadata_synth_texture_9,metadata.synth_metadata_synth_palletjack_color_randomized,metadata.synth_metadata_synth_camera_roll_min,metadata.synth_metadata_synth_camera_tilt_min,metadata.synth_metadata_synth_camera_type,metadata.synth_metadata_synth_camera_yaw_min,metadata.synth_metadata_synth_clutter_level,metadata.synth_metadata_synth_env_name,metadata.synth_metadata_synth_num_distractor_instances,metadata.synth_metadata_synth_dist_BarelPlastic_diversity,metadata.synth_metadata_synth_dist_BarelPlastic_instances,metadata.synth_metadata_synth_dist_BarelPlastic_occurrence,metadata.synth_metadata_synth_dist_BottlePlastic_diversity,metadata.synth_metadata_synth_dist_BottlePlastic_instances,metadata.synth_metadata_synth_dist_BottlePlastic_occurrence,metadata.synth_metadata_synth_dist_Bucket_diversity,metadata.synth_metadata_synth_dist_Bucket_instances,metadata.synth_metadata_synth_dist_Bucket_occurrence,metadata.synth_metadata_synth_dist_CardBox_diversity,metadata.synth_metadata_synth_dist_CardBox_instances,metadata.synth_metadata_synth_dist_CardBox_occurrence,metadata.synth_metadata_synth_dist_CratePlastic_diversity,metadata.synth_metadata_synth_dist_CratePlastic_instances,metadata.synth_metadata_synth_dist_CratePlastic_occurrence,metadata.synth_metadata_synth_dist_PushCart_diversity,metadata.synth_metadata_synth_dist_PushCart_instances,metadata.synth_metadata_synth_dist_PushCart_occurrence,metadata.synth_metadata_synth_dist_RackPile_diversity,metadata.synth_metadata_synth_dist_RackPile_instances,metadata.synth_metadata_synth_dist_RackPile_occurrence,metadata.synth_metadata_synth_dist_TrafficSigns_diversity,metadata.synth_metadata_synth_dist_TrafficSigns_instances,metadata.synth_metadata_synth_dist_TrafficSigns_occurrence,metadata.synth_metadata_synth_camera_height_max,metadata.synth_metadata_synth_fov_max,metadata.synth_metadata_synth_materials_roughness_max,metadata.synth_metadata_synth_noise_std_max,metadata.synth_metadata_synth_motion_blur_max,metadata.synth_metadata_synth_camera_roll_max,metadata.synth_metadata_synth_camera_tilt_max,metadata.synth_metadata_synth_camera_yaw_max
dist_447,simulation_1,128,1.0241278543709151,86,59153,216196,0.34078749263052266,1.0499711856739165,1,2,360,nv_wooden_wall.jpg,nv_fireplace_wall.jpg,nv_tile_hexagonal_green_white.jpg,1.857648592417302,,nv_stucco_smooth_blue.jpg,nv_brick_reclaimed.jpg,nv_plastic_blue.jpg,nv_gravel_grey_leaves.jpg,,,,nv_wood_siding_weathered_green.jpg,1,-4,-44,pinhole,-2,0.827131136959865,warehouse,59,2,5,2,2,15,3,1,3,2,3,17,2,2,2,2,1,2,2,1,2,1,2,5,2,4.8644073780097274,95,0.3846858939084144,4.723910817033677,4.561587251382659,3,-31,65
dist_448,simulation_1,128,0.40387152535708426,84,40910,275077,0.16787131376922182,0.6357319624775515,1,2,360,nv_marble.jpg,nv_tile_hexagonal_various.jpg,nv_stucco_smooth_blue.jpg,1.4639297327939167,,nv_fireplace_wall.jpg,nv_asphalt_yellow_weathered.jpg,nv_brick_red_stacked.jpg,nv_brick_reclaimed.jpg,,,,,1,-1,-17,pinhole,-14,0.3779456145051877,warehouse,49,2,6,2,2,4,3,1,2,2,3,5,2,3,2,2,1,3,1,1,2,1,2,2,2,5.5,100,0.40423771934843067,7.379368132140017,2.440899775084606,9,5,51
dist_449,simulation_1,128,1.1682176516891798,76,91385,503847,0.15683581952008926,2.6479495778746016,1,2,360,nv_stucco_red_painted.jpg,nv_carpet_abstract_pattern.jpg,nv_asphalt_yellow_weathered.jpg,0.7763236410106272,,nv_wood_shingles_brown.jpg,nv_rubber_woven_charcoal.jpg,nv_brick_reclaimed.jpg,,nv_carpet_abstract_pattern.jpg,,,,1,-2,-17,pinhole,-11,0.14249132154991084,full_warehouse,33,2,7,2,2,5,3,1,1,2,3,17,2,2,13,2,1,3,1,1,4,1,2,5,2,1.7848807955038524,99,1.0,3.842357056872955,2.209359266715618,-1,5,-1
dist_450,simulation_1,128,2.806923555133282,46,113209,238598,0.043057555236115964,0.23256738634259638,5,2,360,nv_granite_tile.jpg,nv_marble.jpg,nv_tile_square_green.jpg,0.47251396222385184,,nv_stone_red_hatch.jpg,nv_fabric_square_grid.jpg,nv_wood_siding_weathered_green.jpg,nv_brick_red_stacked.jpg,,,,,1,-2,-5,pinhole,0,0.5674784118471251,warehouse_multiple_shelves,25,2,9,3,3,3,3,1,2,2,4,17,2,2,4,2,1,1,1,1,5,1,2,3,2,5.5,81,0.2588362233040681,2.7842619128476005,0.9155905436809342,13,1,86
dist_451,simulation_1,128,1.2155997710512272,84,121494,410502,0.13296269184775542,2.12371614169694,0,2,360,nv_concrete_aged_with_lines.jpg,nv_wood_shingles_brown.jpg,nv_bamboo_desktop.jpg,1.4346877965922793,nv_brick_reclaimed.jpg,nv_stucco_red_painted.jpg,nv_fabric_square_grid.jpg,nv_plastic_blue.jpg,nv_stucco_smooth_blue.jpg,,,,nv_wood_siding_weathered_green.jpg,1,-1,-2,pinhole,-7,1.3567075469615717,full_warehouse,60,2,4,2,2,4,3,1,3,2,3,11,2,3,6,3,1,6,1,1,1,1,2,3,2,1.6682333224394799,109,1.0,3.286979484289565,5.083356106728972,14,5,6
dist_452,simulation_1,128,1.3809886203926613,85,131751,479341,0.0923065740990612,1.4493062653238251,1,2,360,nv_wooden_wall.jpg,nv_carpet_abstract_pattern.jpg,nv_tile_square_green.jpg,0.6314716957384033,,nv_stone_painted_grey.jpg,nv_brick_red_stacked.jpg,nv_brick_reclaimed.jpg,nv_brick_red_stacked.jpg,nv_gravel_grey_leaves.jpg,,,nv_plastic_blue.jpg,1,-3,-7,pinhole,-8,0.16568378545402207,warehouse_multiple_shelves,51,2,10,2,2,4,3,1,4,2,3,8,2,2,3,2,1,1,1,1,5,2,2,7,2,1.9721835073303233,103,1.0,5.769654146596066,1.7698273155765984,4,5,50
dist_453,simulation_1,128,0.7583053344203341,88,54783,270889,0.17229038621032752,0.5843393772102612,1,2,360,nv_marble.jpg,nv_granite_tile.jpg,nv_bamboo_desktop.jpg,1.1292265266782477,nv_plastic_blue.jpg,nv_rubber_woven_charcoal.jpg,nv_rubber_woven_charcoal.jpg,nv_brick_red_stacked.jpg,nv_carpet_abstract_pattern.jpg,nv_wooden_wall.jpg,,nv_brick_reclaimed.jpg,nv_brick_red_stacked.jpg,1,-1,-6,pinhole,-7,0.20790509172998317,warehouse,22,3,5,2,2,6,3,1,1,2,4,17,3,2,2,3,1,2,1,1,4,2,2,3,2,4.507247013118189,95,0.3692959850936828,4.110231584275246,3.609530244416894,2,5,65
dist_454,simulation_1,128,2.160160188796209,59,120313,176214,0.00876858237810315,0.13485874093401148,6,2,360,nv_granite_tile.jpg,nv_marble.jpg,nv_stone_red_hatch.jpg,0.20646046654167274,,nv_gravel_grey_leaves.jpg,,nv_stucco_smooth_blue.jpg,nv_rubber_woven_charcoal.jpg,nv_wood_siding_weathered_green.jpg,,,,1,-1,-5,pinhole,-6,0.7970904966095673,warehouse,20,2,10,2,2,4,3,1,2,2,3,4,2,2,8,2,1,4,1,1,4,1,2,2,2,3.5879935356996193,109,0.46210054958116425,3.793670222443961,2.332169911197105,3,5,130
dist_455,simulation_1,128,1.768458645225575,73,68991,158900,0.05467537244434249,0.3541772062033594,5,2,360,nv_marble.jpg,nv_carpet_abstract_pattern.jpg,nv_tile_square_green.jpg,0.2376803337863358,nv_brick_reclaimed.jpg,nv_stucco_smooth_blue.jpg,nv_stone_painted_grey.jpg,nv_stucco_red_painted.jpg,nv_plastic_blue.jpg,nv_brick_reclaimed.jpg,,,nv_wood_siding_weathered_green.jpg,1,-1,-16,pinhole,0,0.4515606683164146,warehouse,30,2,10,2,2,3,4,1,2,2,3,9,2,2,3,2,1,2,1,1,4,2,2,2,2,4.384329985177476,85,0.31836134402159155,3.9274408070004334,2.900850713549879,5,5,10
dist_456,simulation_1,128,1.065330891301973,78,55888,278732,0.10673839173824788,1.1648954830227338,0,2,360,nv_animalfur_pattern_greys.jpg,nv_granite_tile.jpg,nv_stucco_smooth_blue.jpg,2.159731926966508,,nv_tile_hexagonal_green_white.jpg,nv_stone_painted_grey.jpg,nv_plastic_blue.jpg,nv_brick_reclaimed.jpg,nv_gravel_grey_leaves.jpg,,,,1,-2,-7,pinhole,-13,0.16938334056824159,warehouse,59,3,3,2,2,5,3,1,2,2,4,26,2,2,11,3,1,2,1,1,2,1,2,2,2,4.835755283998675,109,0.38549780637041176,7.240599898869551,3.921594893351813,3,4,54
dist_457,simulation_1,128,0.9732970218453061,57,132152,458120,0.15806412318824564,0.8894812407491273,5,2,360,nv_wooden_wall.jpg,nv_wooden_wall.jpg,nv_carpet_abstract_pattern.jpg,2.7522642602667435,,nv_stone_red_hatch.jpg,nv_asphalt_yellow_weathered.jpg,nv_rubber_woven_charcoal.jpg,nv_wooden_wall.jpg,nv_brick_reclaimed.jpg,,,,1,-5,-20,pinhole,-10,0.7464354317398352,warehouse,57,2,9,2,2,7,3,1,1,2,3,18,2,2,5,2,1,2,1,1,1,1,2,2,2,5.0759241099109556,77,0.9211273196408807,2.3388173423132663,2.855728649347837,7,5,-1
dist_458,simulation_1,128,0.7882900031349858,70,100045,555916,0.13748704445849524,0.7894752247736812,0,2,360,nv_marble.jpg,nv_rubber_woven_charcoal.jpg,nv_stucco_smooth_blue.jpg,1.3644256189299326,,nv_stone_painted_grey.jpg,nv_tile_hexagonal_various.jpg,nv_brick_red_stacked.jpg,nv_rubber_woven_charcoal.jpg,,,,nv_gravel_grey_leaves.jpg,1,-3,-14,pinhole,-12,1.300782975696781,full_warehouse,39,3,5,2,2,3,3,1,3,2,3,7,2,2,6,3,1,1,1,1,2,1,2,3,2,3.661795217704481,117,0.621554615498415,8.505660998431093,4.282073178173554,8,-9,46
dist_459,simulation_1,128,1.5663772390057875,70,129662,203141,0.06954948311781896,0.0754633520899439,5,2,360,nv_granite_tile.jpg,nv_marble.jpg,,0.5350684828442941,nv_brick_red_stacked.jpg,,,nv_stucco_red_painted.jpg,nv_wooden_wall.jpg,,,,nv_wood_siding_weathered_green.jpg,1,-2,-21,pinhole,-11,0.24408198924879007,warehouse,109,2,2,2,2,10,3,1,2,2,4,10,2,2,8,2,1,3,1,1,2,1,2,2,2,3.9100839123068614,96,0.20000000298023224,2.888523284646247,0.6373395159879003,4,-17,73
dist_460,simulation_1,128,0.9194332205056694,87,63671,491895,0.10493684558170442,2.2768883572707503,2,2,360,nv_marble.jpg,nv_stone_painted_grey.jpg,nv_tile_square_green.jpg,2.351175598407708,,nv_stone_painted_grey.jpg,nv_concrete_aged_with_lines.jpg,nv_brick_reclaimed.jpg,nv_brick_reclaimed.jpg,nv_gravel_grey_leaves.jpg,,,,1,-3,-35,pinhole,-5,1.5789128286826297,warehouse_with_forklifts,26,2,5,3,3,7,3,1,1,2,3,6,2,2,2,2,1,1,1,2,2,1,2,3,2,5.5,92,0.21652983229957945,8.780568259338608,3.553912144692385,-1,5,41
dist_461,simulation_1,128,1.6628358281464775,71,124968,383115,0.07989598861446942,1.4537020035204846,3,2,360,nv_animalfur_pattern_greys.jpg,nv_bamboo_desktop.jpg,nv_stone_painted_grey.jpg,0.03738743571771353,,nv_tile_hexagonal_green_white.jpg,nv_stucco_red_painted.jpg,,,,,,nv_brick_red_stacked.jpg,1,-4,-17,pinhole,-4,1.7853916187980072,full_warehouse,51,2,18,2,2,5,3,1,4,2,3,23,3,2,6,2,1,2,1,1,2,1,2,5,2,4.427522223124441,89,0.89004802637798,5.710947734921838,0.48107662258691936,2,-10,29
dist_462,simulation_1,128,1.0826443397397156,75,112936,402397,0.2122269780043185,1.9557328241461653,6,2,360,nv_stucco_red_painted.jpg,nv_bamboo_desktop.jpg,nv_carpet_abstract_pattern.jpg,2.449654104005938,,nv_tile_hexagonal_green_white.jpg,nv_concrete_aged_with_lines.jpg,nv_brick_reclaimed.jpg,nv_brick_reclaimed.jpg,nv_brick_reclaimed.jpg,,,nv_wood_siding_weathered_green.jpg,1,-4,-34,pinhole,-5,0.37889023635466323,warehouse,43,2,5,2,2,3,3,1,1,2,3,38,2,2,7,3,1,1,1,1,3,1,2,2,2,2.9864709627829726,103,1.0,4.8581915514230385,2.503942941642237,-1,-21,160
dist_463,simulation_1,128,2.067905789803178,54,113388,224659,0.04103524986724228,0.057507678710459455,4,2,360,nv_marble.jpg,nv_wood_shingles_brown.jpg,nv_stucco_smooth_blue.jpg,0.32864421504497476,,,,,nv_gravel_grey_leaves.jpg,,,,,1,-2,-18,pinhole,-12,0.8259645861853355,warehouse,26,3,10,2,2,10,3,1,2,2,4,11,2,2,3,2,1,1,1,1,1,1,2,5,2,3.2856939241708547,100,0.3041782249353794,2.5656617089697313,0.6146234295570889,3,-10,98
dist_464,simulation_1,128,0.34536695010002727,90,98464,669526,0.016828101974538608,1.6757395467133689,4,2,360,nv_stucco_red_painted.jpg,nv_carpet_abstract_pattern.jpg,nv_carpet_abstract_pattern.jpg,0.3240853326599369,nv_plastic_blue.jpg,,,nv_asphalt_yellow_weathered.jpg,nv_rubber_woven_charcoal.jpg,nv_carpet_abstract_pattern.jpg,,,nv_wood_siding_weathered_green.jpg,1,-5,-17,pinhole,-5,1.7290057866998245,full_warehouse,112,2,12,2,2,15,3,1,3,2,4,9,2,2,6,2,1,2,2,1,3,1,2,10,2,3.244826692055358,120,0.5973076894384226,3.5846923226479204,1.5847117339369945,-1,0,11
dist_465,simulation_1,128,0.24400441361539194,87,49597,508331,0.049930052929776786,0.1475287435239387,1,2,360,nv_wooden_wall.jpg,nv_gravel_grey_leaves.jpg,nv_brick_reclaimed.jpg,2.1252272515785395,,nv_tile_hexagonal_green_white.jpg,nv_wooden_wall.jpg,nv_rubber_woven_charcoal.jpg,nv_stone_painted_grey.jpg,,,,,1,-6,-19,pinhole,-11,0.5670941739252404,warehouse,60,2,12,2,2,4,3,1,2,2,4,7,3,2,2,3,1,1,1,1,1,1,2,5,2,3.3968074061680307,120,0.2744152151356727,2.3618206953214207,2.935576168710426,12,-15,40
dist_466,simulation_1,128,3.3364496406311144,52,140315,343213,0.19577217763948948,0.7898681458695225,5,2,360,nv_granite_tile.jpg,nv_bamboo_desktop.jpg,nv_tile_hexagonal_green_white.jpg,0.22683709707222074,nv_plastic_blue.jpg,nv_fabric_square_grid.jpg,,,,,,,nv_gravel_grey_leaves.jpg,1,-12,-12,pinhole,-30,0.04322053940501128,warehouse,22,2,15,2,2,4,3,1,2,2,4,9,3,2,14,2,1,3,2,1,3,1,2,5,2,3.6787057171687545,79,0.3609558561280992,1.5278579362794165,1.4132421521626415,-1,-7,-1
dist_467,simulation_1,128,3.2895507416862206,50,134336,231074,0.09078788343550442,0.4043211922685235,6,2,360,nv_wooden_wall.jpg,nv_marble.jpg,nv_wood_shingles_brown.jpg,0.09016371092090952,,nv_rubber_woven_charcoal.jpg,nv_stucco_smooth_blue.jpg,nv_gravel_grey_leaves.jpg,nv_brick_reclaimed.jpg,nv_asphalt_yellow_weathered.jpg,,,nv_brick_red_stacked.jpg,1,-5,-9,pinhole,-1,0.48776176032070245,warehouse,49,2,2,2,2,9,3,1,1,2,4,17,2,2,2,2,1,3,2,1,1,1,2,5,2,5.392750707581367,84,0.5273849462630862,1.6236195686097488,0.6013483418925984,-1,-7,28
dist_468,simulation_1,128,0.25606528281526986,90,80889,389778,0.11797046119942597,1.1628810128782763,0,2,360,nv_granite_tile.jpg,nv_gravel_grey_leaves.jpg,nv_stone_painted_grey.jpg,2.6097456003170687,,nv_brick_red_stacked.jpg,nv_wooden_wall.jpg,nv_stone_painted_grey.jpg,nv_wood_siding_weathered_green.jpg,nv_brick_red_stacked.jpg,,,nv_gravel_grey_leaves.jpg,1,-2,-17,pinhole,-6,0.45941292491521707,warehouse,26,2,14,3,2,11,3,1,1,2,3,14,2,4,4,2,1,2,1,1,2,1,2,2,2,3.194047032161389,107,0.21740479818907676,6.554581472640919,3.620428535462256,-1,5,65
dist_469,simulation_1,128,2.3145615910770783,86,117182,416066,0.09913723573532318,3.3269522830291454,0,2,360,nv_rubber_woven_charcoal.jpg,nv_brick_reclaimed.jpg,nv_tile_square_green.jpg,0.9798545722986409,,nv_stucco_smooth_blue.jpg,nv_wood_shingles_brown.jpg,nv_stucco_smooth_blue.jpg,,,,,,1,-3,-10,pinhole,-2,0.2944687402422358,full_warehouse,27,2,2,2,2,14,3,1,2,2,3,12,2,2,7,3,1,2,2,1,1,1,2,6,2,3.0328797577309103,111,1.0,4.998259288268129,1.335820294334264,-1,5,147
dist_470,simulation_1,128,0.8713897186776838,68,31518,404548,0.08883100990874099,0.5442577308418828,4,2,360,nv_wooden_wall.jpg,nv_tile_square_green.jpg,,1.3709497191482725,,nv_stucco_smooth_blue.jpg,nv_brick_reclaimed.jpg,nv_stone_painted_grey.jpg,nv_carpet_abstract_pattern.jpg,nv_gravel_grey_leaves.jpg,,nv_brick_reclaimed.jpg,,1,-6,-1,pinhole,-5,1.1492925847631141,warehouse,58,2,2,2,2,8,3,1,2,2,3,14,3,2,9,2,1,1,1,1,2,2,2,2,2,5.241051867085419,88,0.20000000298023224,6.365395708376946,3.9198678310509343,2,0,14
